Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2020-07-17,G (Feb 2021),28.8000,28.8500,28.4000,28.5300,28.50,-0.35,146,0,513
2020-07-20,G (Feb 2021),28.4900,28.8000,27.5000,27.5500,27.575,-0.925,194,0,595
2020-07-21,G (Feb 2021),27.4500,27.9500,27.1700,27.8800,27.825,0.250,473,0,747
2020-07-22,G (Feb 2021),27.9800,28.3000,27.7000,27.8400,27.825,0.000,426,0,866
2020-07-23,G (Feb 2021),27.8600,28.5500,27.5000,28.3500,28.40,0.575,556,0,888
2020-07-24,G (Feb 2021),28.3700,28.9100,28.2500,28.7000,28.675,0.275,691,0,1031
2020-07-27,G (Feb 2021),28.9000,28.9000,28.3000,28.4000,28.475,-0.200,570,0,1289
2020-07-28,G (Feb 2021),28.5500,28.7000,28.0800,28.6000,28.575,0.100,883,0,1583
2020-07-29,G (Feb 2021),28.4500,28.7000,28.3000,28.4000,28.375,-0.200,592,0,1807
2020-07-30,G (Feb 2021),28.4300,29.8000,28.4000,28.4000,28.65,0.275,942,0,2028
2020-07-31,G (Feb 2021),28.6200,29.2200,28.4000,28.4800,28.475,-0.175,1113,0,2289
2020-08-03,G (Feb 2021),28.4400,28.6500,28.3000,28.4000,28.475,0.000,548,0,2576
2020-08-04,G (Feb 2021),28.3200,28.5000,28.0400,28.0500,28.075,-0.400,604,0,2734
2020-08-05,G (Feb 2021),28.0000,28.1000,27.8500,27.9400,27.975,-0.100,746,0,2866
2020-08-06,G (Feb 2021),28.0000,28.3000,27.8400,27.9600,27.875,-0.100,639,0,2914
2020-08-07,G (Feb 2021),28.0200,28.3000,27.8200,28.0000,28.025,0.150,768,0,3077
2020-08-10,G (Feb 2021),27.9000,28.0500,27.5200,27.7500,27.725,-0.300,460,0,3201
2020-08-11,G (Feb 2021),27.7700,28.2400,27.1500,28.0400,28.225,0.500,1063,0,3350
2020-08-12,G (Feb 2021),28.1500,28.2000,27.3600,27.7500,27.725,-0.500,1352,0,3693
2020-08-13,G (Feb 2021),27.7500,28.0600,27.6000,27.9200,27.925,0.200,1194,0,3905
2020-08-14,G (Feb 2021),27.9900,28.4500,27.9500,28.2000,28.325,0.400,1905,0,4508
2020-08-17,G (Feb 2021),28.1500,28.1500,27.7000,27.8700,27.775,-0.550,1960,0,4872
2020-08-18,G (Feb 2021),27.7700,27.9500,27.4500,27.6500,27.675,-0.100,1832,0,5036
2020-08-19,G (Feb 2021),27.6500,28.2200,27.5800,28.1500,28.125,0.450,2202,0,5774
2020-08-20,G (Feb 2021),28.2100,28.7000,27.8500,27.9500,27.975,-0.150,1612,0,5815
2020-08-21,G (Feb 2021),27.9300,28.7500,27.8500,28.7500,28.70,0.725,2800,0,6490
2020-08-24,G (Feb 2021),28.6200,28.7000,28.2000,28.7000,28.65,-0.05,3194,0,7212
2020-08-25,G (Feb 2021),28.6000,29.0200,28.3800,28.4000,28.475,-0.175,2822,0,7781
2020-08-26,G (Feb 2021),28.4500,28.6700,28.1100,28.6600,28.625,0.150,3410,0,8332
2020-08-27,G (Feb 2021),28.6500,29.4000,28.4000,28.5500,28.575,-0.050,3309,0,8536
2020-08-28,G (Feb 2021),28.5200,29.0500,28.3700,28.6500,28.675,0.100,2304,0,8965
2020-08-31,G (Feb 2021),28.6200,29.2700,28.4200,29.1500,29.125,0.450,3222,0,9404
2020-09-01,G (Feb 2021),29.1500,29.4400,28.8500,29.2600,29.325,0.200,2545,0,9654
2020-09-02,G (Feb 2021),29.3000,30.0200,29.1000,29.9500,29.975,0.650,2785,0,10312
2020-09-03,G (Feb 2021),29.9500,31.0000,29.5500,30.0700,30.15,0.175,4355,0,10213
2020-09-04,G (Feb 2021),29.9000,31.0500,28.9700,29.1500,28.975,-1.175,5144,0,10031
2020-09-08,G (Feb 2021),29.2000,30.2000,28.2500,28.5500,28.25,-0.725,5346,0,9601
2020-09-09,G (Feb 2021),28.8000,29.0500,27.9000,28.2000,28.10,-0.15,3224,0,9323
2020-09-10,G (Feb 2021),28.1300,28.8200,28.0000,28.1200,28.025,-0.075,2530,0,9376
2020-09-11,G (Feb 2021),28.1500,28.4500,27.7900,28.1200,28.175,0.150,2576,0,9546
2020-09-14,G (Feb 2021),28.0800,28.1700,27.7000,28.1000,28.025,-0.150,1688,0,9576
2020-09-15,G (Feb 2021),28.1100,28.3700,27.6500,28.1400,28.125,0.100,2313,0,9719
2020-09-16,G (Feb 2021),28.1200,28.6000,27.9700,28.4000,28.55,0.425,4357,0,10245
2020-09-17,G (Feb 2021),28.4800,29.2000,28.4800,28.9200,29.025,0.475,4143,0,10508
2020-09-18,G (Feb 2021),28.8500,29.4600,28.7200,29.2900,29.30,0.275,3315,0,10447
2020-09-21,G (Feb 2021),29.4000,30.2500,29.2100,29.5100,29.525,0.225,5354,0,10578
2020-09-22,G (Feb 2021),29.5000,30.1500,29.4400,29.9000,29.875,0.350,4265,0,11568
2020-09-23,G (Feb 2021),29.8600,30.5700,29.7400,30.4000,30.375,0.500,2330,0,11617
2020-09-24,G (Feb 2021),30.3600,30.8200,29.9500,30.1700,30.25,-0.125,3057,0,11918
2020-09-25,G (Feb 2021),30.0000,30.4600,29.5500,29.6500,29.65,-0.60,2969,0,12313
2020-09-28,G (Feb 2021),29.5200,29.6000,29.3000,29.4500,29.375,-0.275,1546,0,12671
2020-09-29,G (Feb 2021),29.4000,29.5500,29.0200,29.1400,29.10,-0.275,2447,0,12293
2020-09-30,G (Feb 2021),29.1200,29.4500,28.9800,29.4000,29.40,0.30,1862,0,12466
2020-10-01,G (Feb 2021),29.2500,29.7700,29.0700,29.7500,29.675,0.275,2048,0,12692
2020-10-02,G (Feb 2021),29.6500,31.3100,29.6500,30.0400,30.075,0.400,2309,0,12892
2020-10-05,G (Feb 2021),29.9200,29.9500,29.2200,29.3300,29.375,-0.700,2535,0,12857
2020-10-06,G (Feb 2021),29.3000,29.7200,28.9000,29.6200,29.45,0.075,3155,0,12977
2020-10-07,G (Feb 2021),29.5700,29.5700,28.9000,29.3000,29.225,-0.225,1928,0,12964
2020-10-08,G (Feb 2021),29.2500,29.2700,28.6500,28.7700,28.725,-0.500,2758,0,13232
2020-10-09,G (Feb 2021),28.7000,28.8000,27.7000,27.8700,27.925,-0.800,4357,0,14151
2020-10-12,G (Feb 2021),27.9000,28.0500,27.4900,27.5500,27.575,-0.350,2150,0,14221
2020-10-13,G (Feb 2021),27.5800,28.0700,27.4300,27.6000,27.575,0.000,2769,0,14610
2020-10-14,G (Feb 2021),27.5800,27.7000,27.1700,27.4800,27.475,-0.100,3062,0,14658
2020-10-15,G (Feb 2021),27.5000,28.3000,27.4500,27.6400,27.575,0.100,2801,0,14534
2020-10-16,G (Feb 2021),27.6300,27.9500,27.1400,27.9400,27.925,0.350,2508,0,14663
2020-10-19,G (Feb 2021),27.8000,28.5700,27.5000,28.3000,28.40,0.475,3303,0,14648
2020-10-20,G (Feb 2021),28.2500,28.4300,27.7700,28.3600,28.375,-0.025,4420,0,14724
2020-10-21,G (Feb 2021),28.2500,28.5500,27.6500,27.8500,27.875,-0.500,3279,0,14480
2020-10-22,G (Feb 2021),27.8500,28.1500,27.4200,27.6000,27.625,-0.250,2951,0,14248
2020-10-23,G (Feb 2021),27.5500,27.7700,27.3300,27.6000,27.625,0.000,4086,0,14328
2020-10-26,G (Feb 2021),27.7000,29.2200,27.6900,28.7000,28.825,1.200,5198,0,15083
2020-10-27,G (Feb 2021),28.7900,29.3600,28.4900,29.1700,28.90,0.075,5607,0,15177
2020-10-28,G (Feb 2021),29.2000,31.1800,29.1500,30.6500,30.775,1.875,9281,0,15757
2020-10-29,G (Feb 2021),30.6000,30.9000,29.0000,30.0000,29.525,-1.250,8549,0,15201
2020-10-30,G (Feb 2021),30.0500,30.7500,29.6700,29.9000,30.175,0.650,8355,0,15920
2020-11-02,G (Feb 2021),30.0500,30.5500,28.9000,29.0500,29.175,-1.000,6390,0,15669
2020-11-03,G (Feb 2021),29.0200,29.0500,28.1500,28.3000,28.325,-0.850,6838,0,16223
2020-11-04,G (Feb 2021),28.1000,29.0100,26.6000,27.4500,27.475,-0.850,11822,0,15750
2020-11-05,G (Feb 2021),27.4500,27.7300,26.9500,27.5500,27.675,0.200,8699,0,15955
2020-11-06,G (Feb 2021),27.5900,28.1100,26.8500,27.1000,27.30,-0.375,12671,0,17100
2020-11-09,G (Feb 2021),26.9400,27.0000,24.7500,25.6500,25.675,-1.625,16719,0,16853
2020-11-10,G (Feb 2021),25.5000,26.0700,25.2500,25.6500,25.625,-0.050,7858,0,16429
2020-11-11,G (Feb 2021),25.6000,25.8000,25.1900,25.5000,25.475,-0.150,6017,0,17034
2020-11-12,G (Feb 2021),25.4600,26.5800,25.4000,26.2500,26.275,0.800,7041,0,17240
2020-11-13,G (Feb 2021),26.3000,26.4700,25.3500,25.6500,25.675,-0.600,5672,0,17768
2020-11-16,G (Feb 2021),25.5900,25.9000,25.2800,25.5000,25.575,-0.100,5213,0,17805
2020-11-17,G (Feb 2021),25.4600,26.0500,25.3500,25.4500,25.375,-0.200,5903,0,18292
2020-11-18,G (Feb 2021),25.5400,26.3000,25.2600,26.2500,26.225,0.850,8330,0,19229
2020-11-19,G (Feb 2021),26.1700,26.4000,25.7200,26.3000,26.075,-0.150,6293,0,20056
2020-11-20,G (Feb 2021),26.4000,26.4500,25.6800,26.0500,25.975,-0.100,5735,0,19179
2020-11-23,G (Feb 2021),26.0800,26.1500,25.4200,25.8600,25.875,-0.100,5095,0,19484
2020-11-24,G (Feb 2021),25.8800,25.9000,25.5000,25.7000,25.825,-0.050,6285,0,18735
2020-11-25,G (Feb 2021),25.6300,26.0500,25.3000,25.3500,25.325,-0.500,5362,0,19117
2020-11-27,G (Feb 2021),25.3700,25.5500,24.9000,25.3500,25.375,0.050,4775,0,19467
2020-11-30,G (Feb 2021),25.2300,26.1200,24.9300,25.0200,25.025,-0.350,9765,0,20613
2020-12-01,G (Feb 2021),25.0200,25.0600,24.4200,24.8600,24.975,-0.050,15572,0,23379
2020-12-02,G (Feb 2021),24.8600,25.1000,24.4500,24.7500,24.825,-0.150,10868,0,27567
2020-12-03,G (Feb 2021),24.8000,25.1000,24.5700,24.9500,25.025,0.200,8076,0,29177
2020-12-04,G (Feb 2021),24.9700,25.0000,24.7000,24.9100,24.875,-0.150,6542,0,30725
2020-12-07,G (Feb 2021),24.8500,25.2000,24.8000,25.2000,25.075,0.200,5099,0,31766
2020-12-08,G (Feb 2021),25.1200,25.3600,24.5200,24.5500,24.575,-0.500,10767,0,33793
2020-12-09,G (Feb 2021),24.5500,25.4700,24.2000,25.1300,25.275,0.700,13909,0,36265
2020-12-10,G (Feb 2021),25.1000,25.6000,24.9000,25.4000,25.425,0.150,14449,0,38436
2020-12-11,G (Feb 2021),25.3500,26.6300,25.2500,26.1900,26.075,0.650,19187,0,41474
2020-12-14,G (Feb 2021),25.8000,26.6800,25.4000,26.6500,26.625,0.550,17782,0,43127
2020-12-15,G (Feb 2021),26.6000,26.8100,25.8000,25.8500,25.925,-0.700,21299,0,46408
2020-12-16,G (Feb 2021),25.8500,26.2000,25.5600,25.6500,25.575,-0.350,36249,0,50156
2020-12-17,G (Feb 2021),25.6500,25.9500,25.3100,25.4000,25.425,-0.150,37852,0,55110
2020-12-18,G (Feb 2021),25.4700,26.2700,25.4200,25.5500,25.725,0.300,42588,0,58615
2020-12-21,G (Feb 2021),25.5000,28.4000,25.4500,27.0000,27.125,1.400,69759,14,68043
2020-12-22,G (Feb 2021),26.9500,27.6500,26.8000,26.9000,26.925,-0.200,43080,0,69516
2020-12-23,G (Feb 2021),26.9500,27.4600,25.7500,26.0500,26.175,-0.750,39851,0,74863
2020-12-24,G (Feb 2021),26.0500,26.1000,25.5000,25.6600,25.625,-0.550,27836,0,79305
2020-12-28,G (Feb 2021),25.6000,26.0500,25.2500,25.4400,25.575,-0.050,38445,0,86209
2020-12-29,G (Feb 2021),25.4100,26.7000,25.2200,26.4300,26.425,0.850,44120,0,92085
2020-12-30,G (Feb 2021),26.3500,26.5300,25.4800,25.6500,25.625,-0.800,41545,0,99207
2020-12-31,G (Feb 2021),25.7000,25.8700,25.0500,25.4800,25.575,-0.050,42629,20,104708
2021-01-04,G (Feb 2021),25.4400,27.8000,25.1500,27.1900,27.125,1.550,101687,0,118542
2021-01-05,G (Feb 2021),27.2500,28.0200,26.2500,26.7000,26.425,-0.700,73697,0,125335
2021-01-06,G (Feb 2021),26.6500,27.3700,25.0400,25.9400,26.275,-0.150,119720,200,135313
2021-01-07,G (Feb 2021),25.8000,25.8600,24.8000,24.9700,24.975,-1.300,78604,0,144896
2021-01-08,G (Feb 2021),25.0000,25.6200,24.6200,24.8200,24.825,-0.150,89257,0,160089
2021-01-11,G (Feb 2021),25.0000,26.2500,24.9000,26.0500,26.175,1.350,96167,293,167820
2021-01-12,G (Feb 2021),26.0000,26.3100,25.2900,25.5100,25.425,-0.750,72708,240,173087
2021-01-13,G (Feb 2021),25.5000,25.8000,24.8500,24.9800,25.075,-0.350,71414,0,186561
2021-01-14,G (Feb 2021),24.9500,25.5000,24.5500,25.3200,25.325,0.250,73390,500,199189
2021-01-15,G (Feb 2021),25.2500,26.5500,25.1500,26.3500,25.975,0.650,116811,0,207088
2021-01-19,G (Feb 2021),26.4500,26.4500,25.1000,25.3000,25.225,-0.750,110293,200,220268
2021-01-20,G (Feb 2021),25.3000,25.4500,24.6000,24.9000,24.775,-0.450,83138,0,219146
2021-01-21,G (Feb 2021),24.8100,25.2000,24.5000,24.6000,24.525,-0.250,76586,0,213879
2021-01-22,G (Feb 2021),24.6000,25.8800,24.6000,24.8500,24.875,0.350,67721,409,204641
2021-01-25,G (Feb 2021),0.0000,0.0000,0.0000,0.0000,25.9535,1.0785,0,0,0
