,Avg_Volume,Beta,Current_Ratio,Debt_to_Equity,Earnings_date,Industry,Inst_Own,LDebt_to_Equity,Market_cap,PB,PEG,Price,Profit_Margin,ROE,Refresh_Date,Sales,Sector,Symbol,Ticker,_id
26,1970000.0,0.92,1.0,0.0,Jul 31 BMO,Business Software & Services,0.823,0.38,74130000000.0,13.87,1.93,176.67,0.129,0.378,2020-02-04,14180000000.0,Technology,ADP,ADP,5d51c646047fbe72462e0a4c
27,1160000.0,0.62,3.0,0.26,Jul 30 AMC,Internet Information Providers,0.907,0.26,14590000000.0,4.33,2.91,94.475,0.151,0.13,2020-02-04,2790000000.0,Technology,AKAM,AKAM,5d51c649047fbe72462e0a7a
28,14310000.0,0.43,0.0,8.33,Jul 31 AMC,REIT - Diversified,0.597,0.6,13880000000.0,1.01,0.0,9.785,0.0,-0.348,2020-02-04,-3325520000.0,Financial,NLY,NLY,5d51c64c047fbe72462e0a9c
29,6690000.0,0.9,3.5,0.2,Aug 08 AMC,Multimedia & Graphics Software,0.909,0.2,37790000000.0,3.07,4.05,58.91,0.229,0.148,2020-02-04,7360000000.0,Technology,ATVI,ATVI,5d51c64f047fbe72462e0abd
30,1810000.0,1.82,0.6,0.0,Aug 27 AMC,Technical & System Software,0.975,0.0,33400000000.0,0.0,0.0,202.4925,-0.008,0.087,2020-02-04,2750000000.0,Technology,ADSK,ADSK,5d51c652047fbe72462e0ae1
31,3890000.0,1.05,1.6,0.5,Aug 01 BMO,Farm Products,0.793,0.41,21330000000.0,1.14,0.0,45.41,0.021,0.07,2020-02-04,63350000000.0,Consumer Goods,ADM,ADM,5d51c654047fbe72462e0afb
32,5080000.0,0.87,0.8,0.73,Jun 27 BMO,Drug Stores,0.646,0.5,47880000000.0,1.99,5.24,51.98,0.035,0.192,2020-02-04,136350000000.0,Services,WBA,WBA,5d51c657047fbe72462e0b1f
33,565950.0,1.52,35.5,0.04,Aug 07 AMC,Biotechnology,0.867,0.04,2790000000.0,2.15,0.0,49.28,-0.036,-0.04,2020-02-04,814300000.0,Healthcare,ARNA,ARNA,5d51c66e047fbe72462e0c34
34,3580000.0,1.47,0.6,0.31,Jul 25 BMO,Regional Airlines,0.857,0.25,27140000000.0,2.75,0.94,55.93,0.107,0.241,2020-02-04,22340000000.0,Services,LUV,LUV,5d51c670047fbe72462e0c5b
35,1250000.0,2.74,6.8,0.0,Jul 31 AMC,Biotechnology,0.972,0.0,4310000000.0,11.1,0.0,41.95,0.0,-0.71,2020-02-04,264000000.0,Healthcare,ACAD,ACAD,5d51c673047fbe72462e0c81
36,1290000.0,0.92,1.9,1.08,Sep 04 AMC,Networking & Communication Devices,0.832,0.97,20640000000.0,13.97,0.0,240.28,-0.023,-0.051,2020-02-04,2750000000.0,Technology,PANW,PANW,5d51c677047fbe72462e0cab
37,69790000.0,3.04,2.1,0.54,Jul 30 AMC,Semiconductor - Broad Line,0.712,0.54,37060000000.0,19.54,5.08,49.06,0.033,0.126,2020-02-04,5880000000.0,Technology,AMD,AMD,5d51c67a047fbe72462e0cdc
38,2150000.0,0.12,0.5,1.43,Jul 25 BMO,Electric Utilities,0.764,1.25,44200000000.0,2.3,3.71,103.7,0.125,0.103,2020-02-04,15760000000.0,Utilities,AEP,AEP,5d51c67d047fbe72462e0d05
39,1730000.0,1.65,4.0,0.26,Jul 24 BMO,Biotechnology,0.984,0.25,25140000000.0,2.43,1.2,101.695,0.296,0.14,2020-02-04,4500000000.0,Healthcare,ALXN,ALXN,5d51c67f047fbe72462e0d1d
40,3040000.0,0.89,1.3,1.69,Sep 12 AMC,Semiconductor - Broad Line,0.868,1.53,107870000000.0,4.94,1.68,312.14,0.159,0.14,2020-02-04,21810000000.0,Technology,AVGO,AVGO,5d51c682047fbe72462e0d42
41,3770000.0,0.96,3.5,0.15,Jul 30 AMC,Multimedia & Graphics Software,0.988,0.15,28060000000.0,4.21,2.08,106.95,0.428,0.382,2020-02-04,5020000000.0,Technology,EA,EA,5d51c69a047fbe72462e0e68
42,5670000.0,1.51,0.0,3.2,Jul 31 BMO,Foreign Regional Banks,0.0,3.2,15920000000.0,0.22,0.0,8.98,-0.137,-0.053,2020-02-04,28720000000.0,Financial,DB,DB,5d51c69d047fbe72462e0e88
43,1450000.0,-0.45,1.3,0.39,Jul 24 AMC,Gold,0.781,0.31,14150000000.0,3.0,0.0,59.11,-0.147,-0.067,2020-02-04,2120000000.0,Basic Materials,AEM,AEM,5d51c69f047fbe72462e0ead
44,1140000.0,0.87,2.3,0.34,Jul 25 BMO,Chemicals - Major Diversified,0.902,0.29,50710000000.0,4.45,2.42,244.285,0.191,0.154,2020-02-04,8930000000.0,Basic Materials,APD,APD,5d51c6a2047fbe72462e0ecf
45,577620.0,1.25,9.8,0.0,Aug 29 AMC,Semiconductor Equipment & Materials,0.834,0.0,1530000000.0,3.49,0.0,60.78,-0.173,-0.09,2020-02-04,218000000.0,Technology,AMBA,AMBA,5d51c6a4047fbe72462e0eed
46,2110000.0,0.59,0.9,0.59,Jul 18 BMO,Drug Manufacturers - Major,0.121,0.43,230660000000.0,4.08,3.92,94.92,0.227,0.178,2020-02-04,50210000000.0,Healthcare,NVS,NVS,5d51c6a7047fbe72462e0f11
47,3210000.0,0.89,1.6,0.23,Aug 29 BMO,Apparel Stores,0.0,0.23,1150000000.0,1.01,0.0,16.27,0.027,0.086,2020-02-04,3590000000.0,Services,ANF,ANF,5d51c6aa047fbe72462e0f3a
48,1980000.0,0.65,2.3,0.0,Sep 11 AMC,Textile - Apparel Clothing,0.89,0.0,24280000000.0,17.48,2.54,248.56,0.148,0.365,2020-02-04,3420000000.0,Consumer Goods,LULU,LULU,5d51c6ad047fbe72462e0f60
49,2540000.0,1.64,1.5,3.49,Jun 26 AMC,Drug Stores,0.499,3.48,398180000.0,0.37,0.0,12.24,-0.034,-0.574,2020-02-04,21620000000.0,Services,RAD,RAD,5d51c6c4047fbe72462e106e
50,4990000.0,0.23,0.0,8.98,Jul 24 AMC,REIT - Residential,0.697,0.03,9410000000.0,0.95,0.0,18.725,-0.686,-0.085,2020-02-04,1180000000.0,Financial,AGNC,AGNC,5d51c6c7047fbe72462e108f
51,4019999.9999999995,0.85,0.5,0.32,Jul 23 BMO,Regional Airlines,0.991,0.26,5830000000.0,1.24,0.66,20.545,0.055,0.096,2020-02-04,7950000000.0,Services,JBLU,JBLU,5d51c6ca047fbe72462e10b5
52,2900000.0,1.43,3.4,0.0,Aug 14 AMC,Medical Laboratories & Research,0.908,0.35,21960000000.0,4.24,1.84,83.86,0.223,0.232,2020-02-04,5020000000.0,Healthcare,A,A,5d51c6cd047fbe72462e10d7
53,610470.0,0.73,0.8,9.29,Jul 24 AMC,Auto Parts Stores,0.898,9.29,29270000000.0,79.81,1.52,410.715,0.135,3.292,2020-02-04,9800000000.0,Services,ORLY,ORLY,5d51c6d0047fbe72462e1101
54,3160000.0,1.6,7.3,0.37,Aug 08 BMO,Biotechnology,0.0,0.37,2900000000.0,5.1,0.0,9.65,0.0,-0.79,2020-02-04,108600000.0,Healthcare,FOLD,FOLD,5d51c6d2047fbe72462e1120
55,259120.0,0.65,0.9,0.0,Sep 17 BMO,Auto Parts Stores,0.959,0.0,26690000000.0,0.0,1.81,1046.515,0.127,-0.913,2020-02-04,11430000000.0,Services,AZO,AZO,5d51c6d5047fbe72462e1147
56,781430.0,1.07,0.8,1.36,Jul 23 BMO,Auto Dealerships,0.875,0.55,4310000000.0,1.49,5.23,43.82,0.019,0.145,2020-02-04,21090000000.0,Services,AN,AN,5d51c6d8047fbe72462e1170
57,3240000.0,0.5,0.9,1.45,Jul 25 BMO,Drug Manufacturers - Major,0.192,1.32,117390000000.0,8.66,3.25,48.985,0.095,0.181,2020-02-04,23070000000.0,Healthcare,AZN,AZN,5d51c6ee047fbe72462e1274
58,5460000.0,1.02,1.4,6.16,Aug 06 BMO,Electric Utilities,0.967,5.82,10520000000.0,3.22,2.8,20.53,0.038,0.124,2020-02-04,10590000000.0,Utilities,AES,AES,5d51c6f1047fbe72462e1297
59,1570000.0,1.17,0.5,1.61,Jul 25 BMO,Beverages - Brewers,0.047,1.45,166030000000.0,2.77,2.18,76.34,0.0,0.0,2020-02-04,54080000000.0,Consumer Goods,BUD,BUD,5d51c6f4047fbe72462e12bd
60,709430.0,0.67,0.0,9.7,Jul 31 AMC,REIT - Residential,0.652,0.04,1040000000.0,0.76,0.0,19.42,0.0,-0.369,2020-02-04,-424160000.0,Financial,ARR,ARR,5d51c6f6047fbe72462e12d7
61,1210000.0,1.14,1.1,0.94,Aug 06 BMO,Medical Instruments & Supplies,0.891,0.84,68740000000.0,3.2,6.5,285.85,0.046,0.037,2020-02-04,17110000000.0,Healthcare,BDX,BDX,5d51c6f9047fbe72462e12fe
62,210460.0,1.19,0.0,0.0,Jul 25 BMO,Asset Management,0.173,0.0,2710000000.0,1.82,2.57,33.7216,0.894,0.153,2020-02-04,251200000.0,Financial,AB,AB,5d51c6fc047fbe72462e1322
63,2420000.0,1.42,0.0,3.62,Jul 31 BMO,Foreign Money Center Banks,0.027,3.62,29550000000.0,0.66,0.64,12.75,0.115,0.054,2020-02-04,21080000000.0,Financial,CS,CS,5d51c6fe047fbe72462e133c
64,3070000.0,0.7,0.0,0.22,Jul 25 AMC,Accident & Health Insurance,0.699,0.22,39150000000.0,1.4,3.05,52.66,0.142,0.123,2020-02-04,21940000000.0,Financial,AFL,AFL,5d51c700047fbe72462e135a
65,2630000.0,1.42,1.5,0.51,Aug 21 BMO,Semiconductor - Integrated Circuits,0.919,0.48,41370000000.0,3.48,2.82,112.22,0.252,0.138,2020-02-04,6240000000.0,Technology,ADI,ADI,5d51c718047fbe72462e1475
66,714640.0,1.27,2.0,0.65,Aug 08 BMO,Technical & System Software,0.0,0.63,3410000000.0,3.28,6.33,35.25,0.068,0.069,2020-02-04,1010000000.0,Technology,ACIW,ACIW,5d51c71b047fbe72462e1498
67,916100.0,1.8,0.0,3.03,Jul 24 AMC,Asset Management,0.893,0.8,17660000000.0,2.97,0.52,172.84,0.149,0.334,2020-02-04,12960000000.0,Financial,AMP,AMP,5d51c71e047fbe72462e14bb
68,2580000.0,1.18,0.0,0.42,Jul 22 AMC,Investment Brokerage - National,0.942,0.42,25360000000.0,2.91,1.7,49.55,0.361,0.255,2020-02-04,5860000000.0,Financial,AMTD,AMTD,5d51c721047fbe72462e14dd
69,4610000.0,0.85,1.5,0.0,Sep 04 BMO,Apparel Stores,0.944,0.0,2880000000.0,2.24,1.62,14.2671,0.064,0.207,2020-02-04,4099999999.9999995,Services,AEO,AEO,5d51c724047fbe72462e1504
70,921180.0,0.14,0.6,1.5,Jul 31 AMC,Water Utilities,0.891,1.43,21820000000.0,3.62,4.47,135.78,0.165,0.098,2020-02-04,3520000000.0,Utilities,AWK,AWK,5d51c727047fbe72462e152a
71,1480000.0,0.58,1.0,0.09,Aug 21 BMO,Biotechnology,0.098,0.07,93600000000.0,16.93,2.07,61.4875,0.336,0.783,2020-02-04,17110000000.0,Healthcare,NVO,NVO,5d51c729047fbe72462e154c
72,509980.0,0.0,1.1,0.05,Aug 08 AMC,Semiconductor - Specialized,0.784,0.05,2990000000.0,8.15,0.0,38.7,0.08,0.137,2020-02-04,432500000.0,Technology,ALTR,ALTR,5d51c72c047fbe72462e156d
73,1050000.0,0.84,0.6,0.46,Jul 25 AMC,Regional Airlines,0.91,0.39,7950000000.0,1.99,0.76,66.26,0.06,0.133,2020-02-04,8439999999.999999,Services,ALK,ALK,5d51c743047fbe72462e1677
74,2060000.0,0.98,1.0,0.89,Aug 06 AMC,Oil & Gas Pipelines,0.505,0.88,16270000000.0,1.52,0.89,16.855,0.059,0.213,2020-02-04,34210000000.0,Basic Materials,PAA,PAA,5d51c745047fbe72462e1695
75,1660000.0,0.0,0.0,0.0,Jul 30 BMO,Diversified Investments,0.403,0.0,7920000000.0,1.08,3.41,18.95,0.0,0.0,2020-02-04,1440000000.0,Financial,ARCC,ARCC,5d51c748047fbe72462e16b7
76,1180000.0,0.83,1.3,0.0,Aug 13 BMO,Auto Parts Stores,0.0,0.21,10360000000.0,2.92,1.29,132.67,0.044,0.119,2020-02-04,9660000000.0,Services,AAP,AAP,5d51c74b047fbe72462e16da
77,1000000.0,0.57,0.0,0.0,Aug 01 AMC,REIT - Residential,0.983,2.23,7540000000.0,4.17,1.18,53.1,0.707,0.385,2020-02-04,928900000.0,Financial,AIV,AIV,5d51c74e047fbe72462e1704
78,565530.0,2.18,6.0,0.0,Aug 01 BMO,Biotechnology,0.0,0.0,2510000000.0,4.74,0.0,49.98,0.0,-0.599,2020-02-04,101700000.0,Healthcare,AGIO,AGIO,5d51c750047fbe72462e171e
79,1320000.0,0.26,0.6,1.23,Aug 02 BMO,Electric Utilities,0.736,1.06,18840000000.0,2.42,4.81,82.56,0.131,0.103,2020-02-04,6080000000.0,Utilities,AEE,AEE,5d51c753047fbe72462e173e
80,3100000.0,1.2,0.0,3.16,Jul 23 BMO,Foreign Money Center Banks,0.0,3.16,41950000000.0,0.76,1.6,12.53,0.0,0.0,2020-02-04,16790000000.0,Financial,UBS,UBS,5d51c755047fbe72462e1759
81,454810.0,1.0,1.0,0.43,Jul 26 BMO,Industrial Metals & Minerals,0.259,0.34,2109999999.9999998,1.5,0.0,9.02,0.221,0.355,2020-02-04,2069999999.9999998,Basic Materials,ARLP,ARLP,5d51c76b047fbe72462e1861
82,1460000.0,0.71,0.0,0.63,Jul 24 BMO,Health Care Plans,0.924,0.57,73840000000.0,2.4,1.06,272.86,0.042,0.138,2020-02-04,96790000000.0,Healthcare,ANTM,ANTM,5d51c76e047fbe72462e1887
83,4360000.0,0.0,0.0,0.0,Aug 07 BMO,Silver,0.0,0.0,2150000000.0,3.36,0.0,9.4477,0.0,0.0,2020-02-04,333130000.0,Basic Materials,AG,AG,5d51c770047fbe72462e18a1
84,1380000.0,0.97,1.0,1.51,Aug 01 BMO,Drugs Wholesale,0.683,1.45,18310000000.0,6.13,2.59,87.875,0.005,0.322,2020-02-04,177250000000.0,Services,ABC,ABC,5d51c773047fbe72462e18cc
85,1550000.0,2.29,2.9,0.8,Jul 23 BMO,Metal Fabrication,0.0,0.79,2500000000.0,1.19,0.95,19.31,0.054,0.115,2020-02-04,4139999999.9999995,Industrial Goods,ATI,ATI,5d51c776047fbe72462e18f0
86,594780.0,0.54,0.0,0.69,Jul 31 AMC,REIT - Residential,0.955,0.69,28840000000.0,2.67,12.31,217.34,0.398,0.086,2020-02-04,2300000000.0,Financial,AVB,AVB,5d51c779047fbe72462e1918
87,779470.0,2.33,6.3,0.02,Aug 06 BMO,Biotechnology,0.894,0.02,9230000000.0,4.99,0.0,118.6,0.0,-0.564,2020-02-04,101100000.0,Healthcare,ALNY,ALNY,5d51c77b047fbe72462e1930
88,725820.0,1.06,1.1,0.85,Jul 25 BMO,Medical Laboratories & Research,0.954,0.78,16200000000.0,2.29,2.4,182.12,0.078,0.125,2020-02-04,11290000000.0,Healthcare,LH,LH,5d51c77e047fbe72462e1957
89,602920.0,1.35,1.0,1.94,Jul 23 BMO,Business Equipment,0.908,1.41,9650000000.0,8.99,3.88,136.54,0.034,0.24,2020-02-04,7060000000.0,Consumer Goods,AVY,AVY,5d51c796047fbe72462e1a67
90,774300.0,1.26,2.0,0.81,Jul 30 AMC,Chemicals - Major Diversified,0.948,0.71,4590000000.0,1.42,27.67,76.9,0.037,0.031,2020-02-04,2840000000.0,Basic Materials,ASH,ASH,5d51c799047fbe72462e1a8d
91,335610.0,1.16,0.0,1.05,Aug 06 AMC,Asset Management,0.437,1.05,1110000000.0,0.86,4.56,17.43,0.32,0.062,2020-02-04,258000000.0,Financial,AINV,AINV,5d51c79b047fbe72462e1aa4
92,644280.0,0.43,6.8,0.0,Aug 01 BMO,Medical Appliances & Equipment,0.884,0.0,8700000000.0,8.62,1.2,190.28,0.324,0.288,2020-02-04,797100000.0,Healthcare,ABMD,ABMD,5d51c79e047fbe72462e1ac4
93,336350.0,0.61,1.5,0.64,Sep 04 AMC,Business Services,0.0,0.61,2730000000.0,1.82,2.05,39.58,0.013,0.059,2020-02-04,6480000000.0,Services,ABM,ABM,5d51c7a1047fbe72462e1b02
94,710330.0,0.21,0.6,0.66,Aug 07 AMC,Gas Utilities,0.852,0.63,12930000000.0,2.27,3.96,118.27,0.0,0.0,2020-02-04,2980000000.0,Utilities,ATO,ATO,5d51c7a4047fbe72462e1b2a
95,839130.0,0.85,1.1,1.99,Jul 26 BMO,Insurance Brokers,0.937,1.77,44740000000.0,11.88,2.69,226.95,0.131,0.336,2020-02-04,10870000000.0,Financial,AON,AON,5d51c7a6047fbe72462e1b47
96,276660.0,0.08,0.0,0.5,Jul 22 AMC,Property Management,0.97,0.5,2960000000.0,1.96,0.0,76.02,0.394,0.052,2020-02-04,165300000.0,Financial,ADC,ADC,5d51c7a8047fbe72462e1b69
97,620610.0,1.1,0.6,6.43,Aug 05 AMC,Gas Utilities,0.276,5.85,2970000000.0,6.69,1.41,31.46,0.05,0.269,,2740000000.0,Utilities,,APU,5d51c7bf047fbe72462e1c74
98,1110000.0,0.37,1.3,1.1,Jul 24 AMC,Major Airlines,0.0,0.97,2790000000.0,1.31,0.52,43.47,0.099,0.184,2020-02-04,3640000000.0,Services,SAVE,SAVE,5d51c7c1047fbe72462e1ca1
99,694710.0,1.63,2.7,10.49,Jul 18 BMO,Business Services,0.947,7.04,7940000000.0,3.3,4.47,103.11,0.13,0.374,2020-02-04,6690000000.0,Services,ADS,ADS,5d51c7c3047fbe72462e1cba
100,392230.0,1.55,2.2,0.19,Jul 02 BMO,Diversified Electronics,0.962,0.18,5280000000.0,2.72,1.86,120.96,0.09,0.191,2020-02-04,3800000000.0,Technology,AYI,AYI,5d51c7c5047fbe72462e1cd5
101,654140.0,1.24,2.7,0.0,Jul 17 BMO,Semiconductor Equipment & Materials,0.173,0.27,93300000000.0,7.05,1.82,296.82,0.215,0.199,2020-02-04,11980000000.0,Technology,ASML,ASML,5d51c7c8047fbe72462e1cf7
102,1770000.0,0.5,0.5,3.84,Jul 31 BMO,REIT - Diversified,0.965,3.4,98270000000.0,17.94,3.1,237.085,0.193,0.274,2020-02-04,7620000000.0,Financial,AMT,AMT,5d51c7cb047fbe72462e1d21
103,869600.0,2.53,8.9,1.71,Aug 06 AMC,Biotechnology,0.0,1.71,835480000.0,7.11,0.0,18.87,0.0,-2.3,,0.0,Healthcare,ALDR,ALDR,5d51c7ce047fbe72462e1d3d
104,979800.0,1.75,1.2,0.89,Aug 06 BMO,Technical Services,0.883,0.85,5430000000.0,1.24,1.86,48.255,0.015,0.071,2020-02-04,20360000000.0,Services,ACM,ACM,5d51c7d0047fbe72462e1d65
105,640910.0,1.37,1.6,0.72,Aug 01 BMO,Electronics Wholesale,0.988,0.66,5800000000.0,1.22,0.0,76.44,0.0,0.0,2020-02-04,29910000000.0,Services,ARW,ARW,5d51c7e8047fbe72462e1ea3
106,1210000.0,0.66,0.0,1.06,Jul 24 AMC,REIT - Diversified,0.691,0.93,2920000000.0,1.03,4.41,18.389,0.472,0.084,2020-02-04,456300000.0,Financial,ARI,ARI,5d51c7ea047fbe72462e1ebd
107,2650000.0,0.86,0.3,3.74,Aug 08 BMO,"Movie Production, Theaters",0.0,3.72,1250000000.0,0.97,0.0,6.635,0.021,0.074,2020-02-04,5280000000.0,Services,AMC,AMC,5d51c7ec047fbe72462e1edb
108,855400.0,1.94,0.0,2.29,Aug 08 AMC,Rental & Leasing Services,0.89,2.29,4460000000.0,0.86,0.41,44.19,0.289,0.109,2020-02-04,1760000000.0,Services,AL,AL,5d51c7ef047fbe72462e1f00
109,654710.0,0.5,0.0,0.19,Jul 25 BMO,Rental & Leasing Services,0.0,0.19,4420000000.0,2.37,1.84,55.03,0.052,0.114,2020-02-04,3930000000.0,Services,AAN,AAN,5d51c7f2047fbe72462e1f28
110,1050000.0,0.39,0.3,1.33,Aug 06 AMC,Water Utilities,0.532,1.24,9160000000.0,3.85,7.6,51.94,0.227,0.095,2020-02-04,844900000.0,Utilities,WTR,WTR,5d51c7f5047fbe72462e1f4f
111,3660000.0,0.0,0.0,0.0,Jul 31 BMO,Auto Manufacturers - Major,0.0,0.0,20270000000.0,0.76,0.28,13.2975,0.0,0.0,2020-02-04,0.0,Consumer Goods,FCAU,FCAU,5d51c7f7047fbe72462e1f6b
112,997580.0,0.93,1.7,2.86,Jul 29 BMO,Management Services,0.986,2.76,10130000000.0,13.53,2.15,78.93,0.0,0.0,2020-02-04,6880000000.0,Services,BAH,BAH,5d51c7fa047fbe72462e1f85
113,608720.0,1.37,3.1,0.48,Aug 08 AMC,Electronics Wholesale,0.969,0.46,4560000000.0,1.02,1.49,36.9,-0.007,-0.031,2020-02-04,19900000000.0,Services,AVT,AVT,5d51c810047fbe72462e2083
114,1430000.0,1.6,1.5,0.5,Aug 07 AMC,Specialty Chemicals,0.969,0.37,7790000000.0,1.96,0.79,88.19,0.162,0.15,2020-02-04,3390000000.0,Basic Materials,ALB,ALB,5d51c813047fbe72462e209d
115,556990.0,0.51,0.0,0.37,Aug 06 AMC,Accident & Health Insurance,0.956,0.37,7340000000.0,1.38,1.07,134.192,0.025,0.045,2020-02-04,9570000000.0,Financial,AIZ,AIZ,5d51c815047fbe72462e20c2
